Uniprot-ID	Biogrid-ID	Gene-Name	Ref-Seq	Protein-Name	Gene-ID	Old-Uniprot-IDs	Isoformes
Q06479	31614;	YLR352W	NP_013456	YL352	YLR352W	D6VYZ0;	0
Q7LIF1	NA	YLR366W	NA	YL366	YLR366W	NA	0
Q8TGT1	36965;	YLR406C-A	NP_878135	YL406	YLR406C-A	D6VZ40;	0
Q3E742	36966;	YLR412C-A	NP_878136	YL412	YLR412C-A	D6VZ49;	0
Q8TGJ4	NA	YLR466C-B	NA	YL466	YLR466C-B	D6VZ98;	0
P0CE99	NA	YLR157W-D	NP_878124	YL57D	YLR157W-D	D6VYF7;Q12478;Q8TGJ5;Q8TGJ6;	0
P0CY00	31080;	YLL066W-A	NP_116587	YL66A	YLL066W-A	D6VTG3;P43536;Q547K4;Q8TGK2;	0
P0CY01	31080;	YLL067W-A	NP_116587	YL67A	YLL067W-A	D6VTG3;P43536;Q547K4;Q8TGK2;	0
Q04461	35287;	YMR111C	NP_013829	YM01	YMR111C	D6VZT4;	0
P0C261	NA	YML057C-A	NA	YM057	YML057C-A	NA	0
A2P2R3	35259;	YMR084W	NP_013801	YM084	YMR084W	D6VZQ7;E9P8R5;Q3E7C0;Q6B308;Q6WV01;	0
Q8TGS7	37044;	YMR182W-A	NP_878144	YM182	YMR182W-A	D6W006;	0
P40218	35323;	YMR147W	NP_013867	YM24	YMR147W	D6VZW9;	0
A0A023PYJ7	NA	YMR304C-A	NA	YM304	YMR304C-A	NA	0
A0A023PXH2	NA	YML031C-A	NA	YM31A	YML031C-A	NA	0
Q03829	35344;	YMR166C	NP_013889	YM39	YMR166C	D6VZY8;	0
Q03648	35387;	YMR209C	NP_013936	YM59	YMR209C	D6W034;	0
Q04814	35431;	YMR252C	NP_013979	YM86	YMR252C	D6W079;	0
Q04835	35432;	YMR253C	NP_013980	YM87	YMR253C	D6W080;Q66R30;	0
Q03559	35475;	YMR295C	NP_014024	YM8V	YMR295C	D6W0C2;	0
Q04893	35497;	YMR317W	NP_014050	YM96	YMR317W	D6W0E5;	0
Q6B0R7	NA	YMR326C	NA	YM9D	YMR326C	A2P2M9;	0
Q04526	35057;	YML083C	NP_013627	YMI3	YML083C	D6W0J9;	0
P03881	34813;	Q0255	NP_009327	YMRF1	Q0255	A0A0A7P395;Q9ZZW0;	0
Q04674	NA	YMR057C	NA	YMU7	YMR057C	NA	0
Q04773	35249;	YMR074C	NP_013790	YMW4	YMR074C	D6VZP8;	0
P53846	35579;	YNL260C	NP_014139	YN00	YNL260C	D6W0T3;	0
Q3E841	35860;	YNR034W-A	NP_061494	YN034	YNR034W-A	D6W1L0;	0
P0CX09	36661;	YNR073C	NP_010844	YN073	YNR073C	D3DLI1;P39941;	0
Q12470	35768;	TY1A-NL2	NP_058180	YN12A	YNL054W-A	D6W1C4;Q07115;	2
Q8TGL9	NA	YNL144W-A	NA	YN144	YNL144W-A	NA	0
P53928	NA	YNL109W	NA	YNK9	YNL109W	NA	0
P53922	NA	YNL120C	NA	YNM0	YNL120C	NA	0
P53912	35692;	YNL134C	NP_014265	YNN4	YNL134C	D6W148;	0
P53888	NA	YNL170W	NA	YNR0	YNL170W	NA	0
P53884	NA	YNL174W	NA	YNR4	YNL174W	NA	0
P53876	300849;	YNL184C	NP_001257687	YNS4	YNL184C	I2HB71;	0
P53857	35604;	YNL234W	NP_014165	YNX4	YNL234W	D6W0V8;	0
Q12169	NA	YOR015W	NA	YO015	YOR015W	A0A1S0T0B7;	0
Q08206	34365;	YOL036W	NP_014606	YO036	YOL036W	D6W230;	0
Q08222	NA	YOL050C	NA	YO050	YOL050C	NA	0
P0C5Q9	NA	YOR008W-B	NA	YO08B	YOR008W-B	NA	0
Q3E7Y9	37017;	YOL097W-A	NP_878163	YO097	YOL097W-A	D6W1X0;	0
Q08504	300731;	YOR105W	NP_001257690	YO105	YOR105W	I2HB75;	0
Q99210	34507;	YOR111W	NP_014754	YO111	YOR111W	D6W2H0;	0
Q12273	34299;	TY1B-OL	NP_058181	YO11B	YOL103W-B	D6W1W3;	2
Q92393	34539;	TY1B-OR	NP_058183	YO12B	YOR142W-B	D6W2J9;	2
P0CF19	34256;	YOL162W	NP_014480	YO162	YOL162W	D6W1Q8;Q08330;Q08337;	0
Q3E7A5	37015;	YOL164W-A	NP_878161	YO16W	YOL164W-A	D6W1Q5;	0
Q08560	34581;	YOR186W	NP_014829	YO186	YOR186W	D6W2P2;	0
Q12501	NA	TY2B-OR2	NP_620389	YO22B	YOR343W-B	D6W338;	2
Q8TGL3	NA	YOR186C-A	NA	YO86A	YOR186C-A	NA	0
P40517	34929;	YRB2	NP_012201	YRB2	YIL063C	D6VVM1;	0
P38280	32847;	YSW1	NP_009706	YSW1	YBR148W	D6VQE3;	0
P54786	35095;	ZDS2	NP_013598	ZDS2	YML109W	D6W0H5;	0
P53061	33030;	ZIP2	NP_011265	ZIP2	YGL249W	D6VV86;	0
Q04502	NA	YML089C	NA	YMI9	YML089C	NA	0
P53906	35682;	YNL146W	NP_014253	YNO6	YNL146W	D6W137;	0
P53878	35651;	YNL181W	NP_014218	YNS1	YNL181W	D6W105;	0
P40169	35639;	YNL194C	NP_014205	YNT4	YNL194C	D6W0Z3;	0
P53862	NA	YNL228W	NA	YNW8	YNL228W	NA	0
Q08207	NA	YOL035C	NA	YO035	YOL035C	NA	0
Q08216	NA	YOL046C	NA	YO046	YOL046C	NA	0
P36025	34461;	YOR062C	NP_014705	YO062	YOR062C	D6W2C5;O00024;Q08458;	0
Q08498	NA	YOR082C	NA	YO082	YOR082C	NA	0
Q99247	34315;	YOL087C	NP_014554	YO087	YOL087C	D6W1Y1;	0
Q12496	34304;	YOL098C	NP_014543	YO098	YOL098C	D6W1W9;	0
P0CX59	36326;	TY1A-OR	NP_058184	YO12A	YOR142W-A	D6W2K0;Q99209;	2
Q08272	NA	YOL134C	NA	YO134	YOL134C	NA	0
Q8TGS2	37019;	YOL019W-A	NP_878165	YO19A	YOL019W-A	D6W246;	0
Q12113	NA	TY2B-OR1	NP_058185	YO21B	YOR192C-B	D6W2Q0;	2
Q08681	NA	YOR248W	NA	YO248	YOR248W	NA	0
Q12444	NA	YOR309C	NA	YO309	YOR309C	NA	0
Q08786	NA	YOR331C	NA	YO331	YOR331C	NA	0
Q12182	34725;	YOR342C	NP_014987	YO342	YOR342C	D6W337;	0
Q08842	NA	YOR364W	NA	YO364	YOR364W	Q6B0W5;	0
Q08872	NA	YOR366W	NA	YO366	YOR366W	NA	0
Q08902	34760;	YOR378W	NP_015023	YO378	YOR378W	D6W371;	0
Q08912	34770;	YOR389W	NP_015034	YO389	YOR389W	D6W382;	0
Q3E832	37025;	YOR072W-B	NP_878171	YO72B	YOR072W-B	D6W2D5;	0
Q08259	NA	YOL118C	NA	YOL18	YOL118C	A0A1S0T0B1;	0
Q12486	34527;	YOR131C	NP_014774	YOR31	YOR131C	D6W2I9;	0
Q12274	34495;	YOR097C	NP_014740	YOR97	YOR097C	D6W2F8;	0
Q04203	NA	YPR012W	NA	YP012	YPR012W	NA	0
P0C5E1	NA	YPR059C	NA	YP059	YPR059C	NA	0
Q12492	NA	YPR064W	NA	YP064	YPR064W	A0A1S0T0C9;	0
Q02749	36111;	YPL068C	NP_015257	YP068	YPL068C	D6W3U7;	0
P40323	NA	YPL073C	NA	YP073	YPL073C	NA	0
O13585	36259;	YPR089W	NP_015414	YP089	YPR089W	D6W490;Q86ZS6;	0
O13587	300908;	YPR096C	NP_015421	YP096	YPR096C	D6W495;	0
Q06089	36265;	YPR098C	NP_015423	YP098	YPR098C	D6W497;	0
Q06107	36281;	YPR114W	NP_015439	YP114	YPR114W	D6W4B3;	0
P0CX73	36886;	TY1A-PL	NP_058153	YP11A	YPL257W-A	D3DM44;Q12162;	2
O13566	NA	YPR123C	NA	YP123	YPR123C	NA	0
O13568	NA	YPR130C	NA	YP130	YPR130C	NA	0
P0C2J0	36327;	TY1B-PR2	NP_058193	YP13B	YPR158W-B	D6W4F5;	2
A0A023PYK2	NA	YPR170C	NA	YP170	YPR170C	NA	0
Q06616	36347;	YPR174C	NP_015500	YP174	YPR174C	D6W4H5;	0
Q06594	NA	YPR195C	NA	YP195	YPR195C	A0A1S0T0D0;	0
Q08953	NA	YPL197C	NA	YP197	YPL197C	NA	0
Q06595	36367;	YPR196W	NP_015522	YP196	YPR196W	D6W4J5;	0
Q08964	35969;	YPL216W	NP_015108	YP216	YPL216W	D6W3F4;	0
P0C5S1	NA	YPR160W-A	NA	YP60A	YPR160W-A	NA	0
P38298	32881;	YPC1	NP_009742	YPC1	YBR183W	D6VQH8;	0
P0CL31	NA	YPL283W-A	NA	YPL83	YPL283W-A	Q8TFA6;	0
Q06104	36276;	YPR109W	NP_015434	YPR09	YPR109W	D6W4A8;Q6B2S3;	0
O13571	NA	YPR146C	NA	YPR46	YPR146C	NA	0
Q12346	36243;	YPR071W	NP_015396	YPR71	YPR071W	D6W475;	0
P38555	36766;	YPT31	NP_010948	YPT31	YER031C	D3DLT0;	0
P0CD97	36775;	YER039C-A	NP_010957	YR039	YER039C-A	D3DLT9;P40027;Q3E844;	0
P0CX20	34775;	YRF1-1	NP_010834	YRF11	YDR545W	D6VTG2;O94087;P24088;P24089;Q53WX0;Q99313;	0
P0CX15	35932;	YRF1-7	NP_011812	YRF17	YPL283C	D6VV70;P53345;Q9UQW1;	0
P42844	35529;	ZIM17	NP_014089	ZIM17	YNL310C	D6W0N5;	0
P53303	33464;	ZPR1	NP_011727	ZPR1	YGR211W	D6VUZ4;Q02807;Q02808;	0
P34240	33963;	ZRT3	NP_012746	ZRT3	YKL175W	D6VX25;	0
Q12257	31889;	YDL177C	NP_010104	YD177	YDL177C	D6VRH5;	0
Q07613	NA	YDL187C	NA	YD187	YDL187C	NA	0
Q3E763	36978;	YDR246W-A	NP_878065	YD246	YDR246W-A	D6VSM7;	0
P40076	300953;	YER121W	NP_011047	YEV1	YER121W	D3DM27;	0
P40082	NA	YER135C	NA	YEW5	YER135C	A0A1S0T070;	0
P43546	31090;	YFL057C	NA	YFL57	YFL057C	D6VTH3;	0
P43622	NA	YFR054C	NA	YFM4	YFR054C	A0A1S0T081;	0
P0C5N1	NA	YGL014C-A	NA	YG014	YGL014C-A	NA	0
Q45U48	36999;	YGR035W-A	NP_878077	YG035	YGR035W-A	D6VUH2;	0
P0C5N2	NA	YGR122C-A	NA	YG122	YGR122C-A	NA	0
Q8TGT9	37001;	YGR146C-A	NP_878079	YG146	YGR146C-A	D6VUS7;	0
Q2V2P6	NA	YGL194C-A	NP_001032578	YG194	YGL194C-A	D6VTV9;	0
P53216	NA	YGR025W	NA	YG1H	YGR025W	A0A1S0T078;Q45U58;	0
P53227	33289;	YGR042W	NP_011556	YG1T	YGR042W	D6VUI0;	0
Q8TGN7	NA	YGR270C-A	NA	YG270	YGR270C-A	NA	0
P53284	NA	YGR139W	NA	YG3G	YGR139W	NA	0
P48238	33401;	YGR153W	NP_011669	YG3O	YGR153W	D6VUT3;	0
P0C5N3	624550;	YGL041W-A	NP_001106172	YG41A	YGL041W-A	D6VU98;	0
P53302	NA	YGR190C	NA	YG47	YGR190C	NA	0
P50089	33489;	YGR237C	NP_011753	YG51	YGR237C	D6VV17;	0
P53326	33516;	YGR266W	NP_011782	YG5L	YGR266W	D6VV44;	0
P53339	NA	YGR290W	NA	YG61	YGR290W	NA	0
P33199	33231;	YGL015C	NP_011500	YGB5	YGL015C	D6VUC2;	0
P53156	33169;	YGL081W	NP_011434	YGI1	YGL081W	D6VU63;	0
P53143	NA	YGL102C	NA	YGK2	YGL102C	NA	0
P53110	33094;	YGL159W	NP_011356	YGP9	YGL159W	D6VTZ2;	0
P46945	33077;	YGL176C	NP_011339	YGS6	YGL176C	D6VTX6;	0
P53100	33070;	YGL185C	NP_011330	YGT5	YGL185C	D6VTW9;	0
P53071	33003;	YGL235W	NP_011279	YGY5	YGL235W	D6VV99;	0
P53066	32998;	YGL242C	NP_011272	YGZ2	YGL242C	D6VV93;	0
P53056	300573;	YGL260W	NP_011254	YGZE	YGL260W	D6VV74;	0
P0CL32	NA	YHR052W-A	NA	YH052	YHR052W-A	Q8TF97;	0
A0A023PZE1	NA	YHR063W-A	NA	YH063	YHR063W-A	NA	0
P0C2I4	36649;	TY1A-H	NP_036195	YH11A	YHR214C-C	D3DLG7;	2
P0C5N5	NA	YHR180C-B	NA	YH180	YHR180C-B	NA	0
P38729	36382;	YHL042W	NP_011821	YHE2	YHL042W	D3DKS8;	0
P38841	36571;	YHR138C	NP_012006	YHT8	YHR138C	D3DL87;	0
P0CI67	36646;	YHR213W	NP_012083	YHU3	YHR213W	P38896;	0
Q02598	34975;	YIL014C-A	NP_012250	YI014	YIL014C-A	D6VVR5;	0
Q8TGN5	NA	YIL105W-A	NP_001257679	YI105	YIL105W-A	I2HB63;	0
A0A023PYI2	NA	YIL142C-A	NA	YI142	YIL142C-A	NA	0
P0CF22	NA	SDL1	NA	YI167	YIL167W	P17324;P40443;P40444;Q6Q579;	0
P40570	35006;	YIR014W	NP_012279	YIT4	YIR014W	D6VVU4;	0
P46994	NA	YJL169W	NA	YJQ9	YJL169W	NA	0
P46987	33580;	YJL181W	NP_012354	YJS1	YJL181W	D6VW08;	0
P47094	NA	YJR023C	NA	YJZ3	YJR023C	NA	0
Q3E7A7	34113;	YKL018C-A	NP_076899	YK018	YKL018C-A	D6VXR7;	0
Q8TGT2	37082;	YKL096C-B	NP_878110	YK096	YKL096C-B	D6VXJ0;	0
P36128	NA	YKR033C	NA	YK13	YKR033C	NA	0
P36140	NA	YKR047W	NA	YK27	YKR047W	NA	0
P36151	34201;	YKR070W	NP_012996	YK50	YKR070W	D6VXD1;	0
P36092	300694;	YKL044W	NP_001257684	YKE44	YKL044W	I2HB68;	0
P35736	34083;	YKL050C	NP_012874	YKF0	YKL050C	D6VXN7;	0
P36089	NA	YKL066W	NA	YKG6	YKL066W	NA	0
P36083	34056;	YKL075C	NP_012848	YKH5	YKL075C	D6VXL1;	0
P34231	33935;	YKL187C	NP_012734	YKS7	YKL187C	D6VX13;	0
P36111	34147;	YKR015C	NP_012940	YKZ5	YKR015C	D6VX80;	0
Q8TGM8	NA	YLL019W-A	NA	YL019	YLL019W-A	NA	0
Q07978	31305;	YLR031W	NP_013131	YL031	YLR031W	D6VY33;	0
Q07834	31221;	YLL032C	NP_013068	YL032	YLL032C	D6VXX3;	0
Q07865	NA	YLL037W	NA	YL037	YLL037W	NA	0
Q07989	NA	YLR041W	NA	YL041	YLR041W	NA	0
Q07990	31317;	YLR042C	NP_013143	YL042	YLR042C	D6VY44;	0
Q12155	31325;	YLR050C	NP_013151	YL050	YLR050C	D6VY52;	0
Q12244	31261;	YLL054C	NP_013046	YL054	YLL054C	D6VXV4;	0
Q12259	31381;	YLR108C	NP_013209	YL108	YLR108C	D6VYA8;	0
Q12138	31394;	YLR125W	NP_013226	YL125	YLR125W	D6VYC0;	0
Q12288	31395;	YLR126C	NP_013227	YL126	YLR126C	D6VYC1;	0
P0CX75	35130;	TY1A-LR3	NP_012561	YL13A	YLR227W-A	D6VWK0;P47097;Q66R50;	2
P0CE96	31434;	YLR156W	NP_757337	YL156	YLR156W	D6VYF4;Q12478;Q8TGJ5;Q8TGJ6;	0
Q05777	31464;	YLR194C	NP_013295	YL194	YLR194C	D6VYJ7;	0
O13532	NA	YLR217W	NA	YL217	YLR217W	NA	0
Q05947	31491;	YLR224W	NP_013325	YL224	YLR224W	D6VYM4;	0
P0C2J5	NA	TY2B-LR2	NA	YL22B	YLR424C-A	NA	2
Q05854	31546;	YLR278C	NP_013380	YL278	YLR278C	D6VYS5;	0
Q8TGM2	NA	YLR347W-A	NA	YL347	YLR347W-A	NA	0
O13565	300413;	YLR358C	NP_001257685	YL358	YLR358C	I2HB69;	0
Q06070	31664;	YLR407W	NP_013511	YL407	YLR407W	D6VZ41;	0
O13578	31674;	YLR415C	NP_013519	YL415	YLR415C	D6VZ52;	0
O13564	NA	YLR428C	NA	YL428	YLR428C	NA	0
Q06493	36293;	YLH47	NP_015450	YLH47	YPR125W	D6W4C3;P89103;	0
Q8TGS9	37040;	YMR001C-A	NP_878140	YM001	YMR001C-A	D6VZH6;	0
Q03879	NA	YMR122C	NA	YM09	YMR122C	A0A1S0T0A4;	0
Q6B0X2	NA	YMR158W-B	NA	YM158	YMR158W-B	NA	0
P40211	NA	YMR141C	NA	YM21	YMR141C	A0A1S0T0A5;	0
Q03697	35132;	YMD8	NP_013674	YMD8	YML038C	D6VZD7;	0
Q99337	35769;	TY1B-NL2	NP_001268465	YN12B	YNL054W-B	S6G3B3;	2
Q3E767	37056;	YNL067W-B	NP_878156	YN67B	YNL067W-B	D6W1B2;	0
P53820	NA	YNL338W	NA	YN78	YNL338W	NA	0
P53719	35839;	YNR014W	NP_014411	YN87	YNR014W	D6W1I9;	0
P53980	35814;	YNL011C	NP_014387	YNB1	YNL011C	D6W1G6;	0
P53979	NA	YNL013C	NA	YNB3	YNL013C	NA	0
P53964	35794;	YNL033W	NP_014365	YND3	YNL033W	D6W1E6;	0
P53957	NA	YNL043C	NA	YNE3	YNL043C	NA	0
P53952	35774;	YNL050C	NP_014348	YNF0	YNL050C	D6W1C9;	0
P53947	35764;	YNL058C	NP_014340	YNF8	YNL058C	D6W1C1;	0
P53891	35663;	YNL165W	NP_014234	YNQ5	YNL165W	D6W117;	0
P53887	NA	YNL171C	NA	YNR1	YNL171C	NA	0
P40152	35619;	YNL217W	NP_014182	YNV7	YNL217W	D6W0X3;	0
Q12351	34418;	YOR012W	NP_014655	YO012	YOR012W	D6W280;	0
Q08172	34377;	YOL024W	NP_014618	YO024	YOL024W	D6W241;	0
Q08187	34371;	YOL029C	NP_014613	YO029	YOL029C	D6W236;	0
Q08439	NA	YOR055W	NA	YO055	YOR055W	O00020;	0
Q08232	34328;	YOL073C	NP_014568	YO073	YOL073C	D6W1Z4;	0
Q08234	34327;	YOL075C	NP_014567	YO075	YOL075C	D6W1Z3;Q08233;	0
Q3E7B9	34413;	YOR008C-A	NP_014651	YO08A	YOR008C-A	D6W275;	0
Q12275	34491;	YOR093C	NP_014736	YO093	YOR093C	D6W2F4;	0
Q870I1	NA	YOL013W-B	NA	YO13B	YOL013W-B	NA	0
P0C5R0	NA	YOR314W-A	NA	YO14A	YOR314W-A	NA	0
Q08756	NA	YOR300W	NA	YO300	YOR300W	NA	0
Q3E806	37029;	YOR316C-A	NP_878175	YO316	YOR316C-A	D6W315;	0
Q3E804	37031;	YOR381W-A	NP_878177	YO381	YOR381W-A	D6W374;	0
Q08915	NA	YOR392W	NA	YO392	YOR392W	NA	0
Q8TGL4	NA	YOR161W-B	NA	YO61B	YOR161W-B	NA	0
Q8TGQ8	NA	YOL085W-A	NA	YO85A	YOL085W-A	NA	0
Q12243	NA	YOR029W	NA	YOR29	YOR029W	A0A1S0T0B9;	0
Q3E834	36818;	YOS1	NP_219496	YOS1	YER074W-A	D3DLY0;	0
A5Z2X5	624549;	YPR010C-A	NP_001091638	YP010	YPR010C-A	D6W422;	0
Q12251	36190;	YPR011C	NP_015336	YP011	YPR011C	D6W423;	0
O13521	NA	YPL035C	NA	YP035	YPL035C	NA	0
Q02781	NA	YPL062W	NA	YP062	YPL062W	A0A1S0T0C6;	0
O13582	NA	YPR076W	NA	YP076	YPR076W	NA	0
Q06821	36255;	YPR084W	NP_015409	YP084	YPR084W	D6W486;	0
Q06833	36260;	YPR091C	NP_015416	YP091	YPR091C	D6W491;	0
Q02872	36073;	YPL108W	NP_015217	YP108	YPL108W	D6W3Q9;	0
Q02981	36072;	YPL109C	NP_015216	YP109	YPL109C	D6W3Q8;	0
Q3E751	37062;	YPL119C-A	NP_878181	YP119	YPL119C-A	D6W3P8;	0
Q12414	35905;	TY1B-PL	NP_058189	YP11B	YPL257W-B	D6W3B2;	2
Q08916	NA	YPL142C	NA	YP142	YPL142C	NA	0
Q3E7B3	37064;	YPR108W-A	NP_878183	YPR08	YPR108W-A	D6W4A7;	0
Q6B0W0	NA	YPR039W	NA	YPR39	YPR039W	NA	0
P36019	35731;	YPT53	NP_014306	YPT53	YNL093W	D6W187;Q45TZ5;	0
P0C074	37053;	YSF3	NP_878153	YSF3	YNL138W-A	D6W143;	0
P26725	33618;	YUR1	NP_012396	YUR1	YJL139C	D6VW45;	0
P47043	33698;	ZAP1	NP_012479	ZAP1	YJL056C	D6VWC6;	0
O13513	NA	YAL056C-A	NA	YA056	YAL056C-A	NA	0
Q3E791	36969;	YAL063C-A	NP_878039	YA063	YAL063C-A	D6VPF5;	0
O13527	31795;	TY1B-A	NP_009406	YA11B	YAR009C	D6VPM1;	0
Q8TGR8	NA	YAL037C-B	NA	YA37B	YAL037C-B	NA	0
P39549	31808;	YAR029W	NP_009416	YAJ9	YAR029W	D6VPN1;	0
P39559	NA	YAR053W	NA	YAM3	YAR053W	NA	0
P39563	31816;	YAR064W	NP_009429	YAN4	YAR064W	D6VPN8;	0
P40917	34431;	CIN5	NP_014671	YAP4	YOR028C	D6W294;	0
Q3E7Y5	32593;	YBL111C	NP_009439	YB111	YBL111C	D6VPP4;	0
Q12490	32696;	TY1B-BL	NP_009549	YB11B	YBL005W-B	D6VPZ6;	2
Q2V2Q3	531938;	YBR201C-A	NP_001032571	YB201	YBR201C-A	D6VQJ9;	0
Q3E781	36992;	YBR221W-A	NP_878054	YB221	YBR221W-A	D6VQL8;	0
Q12491	32604;	TY2B-B	NP_009450	YB21B	YBL100W-B	D6VPQ4;Q05679;	2
P38311	NA	YBR209W	NA	YB59	YBR209W	A0A1S0T047;	0
Q3E820	36989;	YBR196C-A	NP_878051	YB96A	YBR196C-A	D6VQJ1;	0
P38201	32669;	YBL029W	NP_009524	YBC9	YBL029W	D6VPX1;P89491;	0
P38188	NA	YBL065W	NA	YBG5	YBL065W	NA	0
P38186	NA	YBL070C	NA	YBH0	YBL070C	NA	0
P38183	NA	YBL077W	NA	YBH7	YBL077W	NA	0
P38173	NA	YBL094C	NA	YBJ4	YBL094C	NA	0
Q96VG6	NA	YCR097W-A	NA	YC097	YCR097W-A	NA	0
Q96VG5	NA	YCR102W-A	NA	YC102	YCR102W-A	NA	0
P25561	NA	YCL021W	NA	YCC1	YCL021W	NA	0
P25577	30936;	YCL049C	NP_009881	YCE9	YCL049C	D6VQW7;Q8NIN1;	0
P42937	33456;	YCH1	NP_011719	YCH1	YGR203W	D6VUY5;	0
P25352	NA	YCR025C	NA	YCR5	YCR025C	A0A1S0T051;Q8NIM0;	0
P25361	31025;	YCR043C	NP_009972	YCT3	YCR043C	D6VR52;	0
P25652	NA	YCR087W	NA	YCX7	YCR087W	NA	0
Q12023	NA	YDL011C	NA	YD011	YDL011C	NA	0
Q12111	NA	YDR029W	NA	YD029	YDR029W	A0A1S0T053;	0
A0A023PZE6	NA	YDR048C	NA	YD048	YDR048C	NA	0
Q07410	NA	YDL062W	NA	YD062	YDL062W	P89894;Q7LGS9;	0
Q03864	NA	YDR102C	NA	YD102	YDR102C	A0A1S0T057;	0
Q03856	32156;	TY1A-DR1	NP_058141	YD11A	YDR098C-A	D6VS85;	2
Q12441	32263;	TY1A-DR3	NP_620388	YD12A	YDR210C-C	D6VSJ4;	2
A0A023PZA4	NA	YDR154C	NA	YD154	YDR154C	NA	0
Q12148	NA	YDL163W	NA	YD163	YDL163W	NA	0
Q03964	32223;	TY1A-DR2	NP_010455	YD17A	YDR170W-A	D6VSF2;	0
P0C5E0	NA	YDR193W	NA	YD193	YDR193W	NA	0
Q2V2P9	531941;	YDR119W-A	NP_001032575	YD19A	YDR119W-A	D6VSA5;	0
Q12240	NA	YDR215C	NA	YD215	YDR215C	A0A1S0T064;	0
Q99303	32313;	TY2A-DR3	NP_058147	YD23A	YDR261W-A	D6VSP3;	2
Q03787	32300;	YDR249C	NP_010535	YD249	YDR249C	D6VSN0;	0
Q05612	NA	YDR278C	NA	YD278	YDR278C	A0A1S0T068;	0
Q05530	32339;	YDR286C	NP_010572	YD286	YDR286C	D6VSR6;	0
P87288	NA	YDR327W	NA	YD327	YDR327W	NA	0
Q6Q5X2	32089;	YDR034W-B	NP_010319	YD34B	YDR034W-B	D6VS22;	0
Q04093	32499;	YDR444W	NP_010732	YD444	YDR444W	D6VT70;	0
P87264	NA	YDR467C	NA	YD467	YDR467C	NA	0
Q8TGR7	NA	YDR510C-A	NA	YD510	YDR510C-A	NA	0
Q03049	32588;	YDR541C	NP_010830	YD541	YDR541C	D6VTG0;	0
Q8TGP9	NA	YDL159C-B	NA	YD59B	YDL159C-B	NA	0
P0C5M3	NA	YDR183C-A	NA	YD83A	YDR183C-A	NA	0
Q04585	32167;	YDR109C	NP_010394	YDR09	YDR109C	D6VS95;	0
Q8TGP3	NA	YEL008C-A	NA	YE008	YEL008C-A	NA	0
P0C5M6	NA	YEL020C-B	NA	YE020	YEL020C-B	NA	0
Q02217	NA	YEL034C-A	NA	YE034	YEL034C-A	NA	0
P0C5M7	NA	YEL050W-A	NA	YE050	YEL050W-A	NA	0
A0A023PYE4	NA	YER067C-A	NA	YE067	YER067C-A	NA	0
Q8TGU4	37079;	YER175W-A	NP_878069	YE175	YER175W-A	D3DM84;	0
P0C270	NA	YER138W-A	NP_011065	YE38A	YER138W-A	D3DM45;	0
P40004	36727;	YEA4	NP_010912	YEA4	YEL004W	D3DLP3;	0
P40000	NA	YEL010W	NA	YEB0	YEL010W	NA	0
P32618	36686;	YEL043W	NP_010871	YEF3	YEL043W	D3DLK6;Q66RC2;	0
P39977	300939;	YEL068C	NP_001257672	YEH8	YEL068C	I2HB56;	0
P39971	36656;	YEL076C	NP_010837	YEI6	YEL076C	D3DLH6;	0
P40022	36769;	YER034W	NP_010951	YEM4	YER034W	D3DLT3;	0
P39959	36874;	YER130C	NP_011056	YEW0	YER130C	D3DM36;	0
P43538	31082;	YFL066C	NP_116589	YFG6	YFL066C	D6VTG5;	0
P43591	31156;	YFH7	NP_116662	YFH7	YFR007W	D6VTN7;	0
P43599	31171;	YFR018C	NP_116673	YFI8	YFR018C	D6VTP9;	0
P43600	300363;	YFR020W	NP_001257674	YFJ0	YFR020W	I2HB58;	0
P43608	31192;	YFR035C	NP_116693	YFK5	YFR035C	D6VTR8;	0
Q8TGU1	36995;	YGL188C-A	NP_878073	YG188	YGL188C-A	D6VTW6;	0
P53209	33259;	YGR016W	NP_011530	YG1A	YGR016W	D6VUF2;	0
P53232	NA	YGR051C	NA	YG1Y	YGR051C	NA	0
Q12337	NA	TY2B-GR1	NA	YG21B	YGR038C-D/YGR038C-C	NA	0
P53243	33311;	YGR067C	NP_011581	YG2A	YGR067C	D6VUK1;	0
P53278	33378;	YGR130C	NP_011646	YG3A	YGR130C	D6VUR2;	0
P53288	NA	YGR160W	NA	YG3R	YGR160W	NA	0
Q3E750	36996;	YGL041C-B	NP_878074	YG41B	YGL041C-B	D6VU97;	0
P42936	33454;	YGR201C	NP_011717	YG4D	YGR201C	D6VUY3;	0
P53340	NA	YGR291C	NA	YG62	YGR291C	NA	0
P53190	NA	YGL024W	NA	YGC4	YGL024W	NA	0
P53155	33168;	YGL082W	NP_011433	YGI2	YGL082W	D6VU62;Q6Q536;	0
P53120	33112;	YGL140C	NP_011375	YGO0	YGL140C	D6VU09;	0
P53106	NA	YGL165C	NA	YGR5	YGL165C	NA	0
P53085	NA	YGL217C	NA	YGW7	YGL217C	NA	0
P53069	NA	YGL239C	NA	YGY9	YGL239C	NA	0
Q3E758	37066;	YHL048C-A	NP_878084	YH048	YHL048C-A	D3DKS2;	0
P38899	36652;	YHR218W	NP_012090	YH18	YHR218W	D3DLH2;	0
Q8TGK0	NA	YHR214C-E	NP_878095	YH1E	YHR214C-E	D3DLG9;	0
