Uniprot-ID	Biogrid-ID	Gene-Name	Ref-Seq	Protein-Name	Gene-ID	Old-Uniprot-IDs	Isoformes
P38862	36605;	ATG7	NP_012041	ATG7	YHR171W	D3DLC0;	0
Q12142	31912;	ATG9	NP_010132	ATG9	YDL149W	D6VRJ9;	0
P53722	35845;	ATP23	NP_014417	ATP23	YNR020C	D6W1J5;Q6TQT3;Q6TQT4;	0
P07251	32606;	ATP1	NP_009453	ATPA	YBL099W	D6VPQ6;Q92449;	0
P13090	35088;	ATR1	NP_013591	ATR1	YML116W	D6W0G8;	0
P38111	32836;	MEC1	NP_009694	ATR	YBR136W	D6VQD2;Q02580;	0
P36107	34129;	AUR1	NP_012922	AUR1	YKL004W	D6VXT3;Q92324;	0
P40851	36291;	AXL1	NP_015447	AXL1	YPR122W	D6W4C1;	0
P38772	36472;	BCD1	NP_011906	BCD1	YHR040W	D3DKY8;	0
P39714	31770;	BDH1	NP_009341	BDH1	YAL060W	D6VPF9;E9P8Z3;	0
P38360	32988;	PCA1	NP_009854	ATU1	YBR295W	D6VQT9;	0
Q12500	31386;	AVL9	NP_013215	AVL9	YLR114C	D6VYB2;	0
P40501	34905;	AVT7	NP_012178	AVT7	YIL088C	D6VVJ9;	0
P38928	34851;	AXL2	NP_012126	AXL2	YIL140W	D6VVE6;Q96VY8;	0
P50080	33477;	AZR1	NP_011740	AZR1	YGR224W	D6VV06;	0
P47068	33738;	BBC1	NP_012514	BBC1	YJL020C	D6VWG0;P47067;Q8X1F4;	0
P33306	36920;	BCK2	NP_011094	BCK2	YER167W	D3DM75;	0
P39713	31769;	BDH2	NP_009340	BDH2	YAL061W	D6VPF8;	0
Q06631	32351;	BFR2	NP_010585	BFR2	YDR299W	D6VSS8;Q66RD8;	0
P40013	36749;	BIM1	NP_010932	BIM1	YER016W	D3DLR4;	0
Q12233	36197;	ATP20	NP_015345	ATPN	YPR020W	D6W430;	0
P31386	31746;	ATS1	NP_009382	ATS1	YAL020C	D6VPJ8;	0
P38636	35580;	ATX1	NP_014140	ATX1	YNL259C	D6W0T4;E9P8W0;	0
Q12067	34478;	ATX2	NP_014722	ATX2	YOR079C	D6W2E2;	0
P53630	35883;	BIO4	NP_014455	BIOD	YNR057C	D6W1N2;	0
P47134	33843;	BIR1	NP_012622	BIR1	YJR089W	D6VWQ7;	0
Q01532	35600;	LAP3	NP_014160	BLH1	YNL239W	D6W0V4;	2
Q08965	35968;	BMS1	NP_015107	BMS1	YPL217C	D6W3F3;	0
P40450	34833;	BNR1	NP_012107	BNR1	YIL159W	D6VVC7;	0
Q3E793	31782;	BOL1	NP_075206	BOL1	YAL044W-A	D6VPH1;	0
P41815	32101;	BAP3	NP_010331	BAP3	YDR046C	D6VS34;	0
P12630	34973;	BAR1	NP_012249	BAR1	YIL015W	D6VVR4;	0
Q12365	35908;	BBP1	NP_015068	BBP1	YPL255W	D6W3B6;	0
Q02948	36061;	VPS30	NP_015205	BECN1	YPL120W	D6W3P7;	0
P22804	34988;	BET1	NP_012262	BET1	YIL004C	D6VVS6;	0
Q03630	35064;	BET5	NP_013634	BET5	YML077W	D6W0K6;	0
P50277	35884;	BIO3	NP_014456	BIOA	YNR058W	D6W1N3;E9P967;Q4R1J0;	0
P16474	33726;	KAR2	NP_012500	BIP	YJL034W	D6VWE9;	0
P43583	31140;	BLM10	NP_116648	BLM10	YFL007W	D6VTM3;P43584;	0
P32448	31849;	ASF2	NP_010084	ASF2	YDL197C	D6VRF7;	0
P32447	33639;	ASF1	NP_012420	ASF1	YJL115W	D6VW69;	0
Q04489	35047;	YML096W	NP_013613	ASND1	YML096W	D6W0I9;	0
P49089	36314;	ASN1	NP_015471	ASNS1	YPR145W	D6W4E2;	0
P49090	33372;	ASN2	NP_011640	ASNS2	YGR124W	D6VUQ6;E9P8Y0;	0
Q12527	36225;	ATG11	NP_015374	ATG11	YPR049C	D6W457;	0
P38316	32914;	ATG12	NP_009776	ATG12	YBR217W	D6VQL3;	0
Q06410	31682;	ATG17	NP_013527	ATG17	YLR423C	D6VZ59;	0
Q07528	31949;	ATG20	NP_010170	ATG20	YDL113C	D6VRN7;	0
Q06671	31690;	ATG23	NP_013535	ATG23	YLR431C	D6VZ66;	0
Q06321	31459;	ATG26	NP_013290	ATG26	YLR189C	D6VYJ2;	0
Q12421	32072;	ATG31	NP_010305	ATG31	YDR022C	D6VS08;Q03939;	0
Q06159	31576;	ATG39	NP_013415	ATG39	YLR312C	D6VYV5;	0
Q99325	34548;	ATG40	NP_014795	ATG40	YOR152C	D6W2K9;	0
P22135	33581;	ATP12	NP_012355	ATP12	YJL180C	D6VW09;	0
P81449	32380;	TIM11	NP_010609	ATPJ	YDR322C-A	D6VSV5;	0
P09457	32350;	ATP5	NP_010584	ATPO	YDR298C	D6VSS7;	0
P32450	31136;	AUA1	NP_116645	AUA1	YFL010W-A	D6VTL9;	0
Q08236	34323;	AVO1	NP_014563	AVO1	YOL078W	D6W1Y9;	0
P50944	35722;	AVT4	NP_014298	AVT4	YNL101W	D6W178;	0
P47082	33757;	AVT1	NP_012534	AVT1	YJR001W	D6VWH5;	0
P40074	36864;	AVT6	NP_011044	AVT6	YER119C	D3DM25;	0
Q12128	34530;	BAG7	NP_014777	BAG7	YOR134W	D6W2J2;	0
P38084	32771;	BAP2	NP_009624	BAP2	YBR068C	D6VQ67;	0
P22035	34230;	BAS1	NP_013025	BAS1	YKR099W	D6VXG0;	0
Q12186	31388;	MSL5	NP_013217	BBP	YLR116W	D6VYB4;	0
Q05029	35415;	BCH1	NP_013964	BCH1	YMR237W	D6W063;	0
Q07442	31990;	BDF2	NP_010213	BDF2	YDL070W	D6VRS8;	0
P39011	36022;	BEM4	NP_015164	BEM4	YPL161C	D6W3K7;	0
P36149	34199;	BET3	NP_012994	BET3	YKR068C	D6VXC9;	0
P47113	33807;	BFA1	NP_012587	BFA1	YJR053W	D6VWM4;	0
P53062	33032;	BRR6	NP_011267	BRR6	YGL247W	D6VV88;	0
O13558	NA	BSC3	NA	BSC3	YLR465C	NA	0
P53755	35895;	BSC5	NP_014467	BSC5	YNR069C	D6W1P4;Q66R20;	0
P38891	36642;	BAT1	NP_012078	BCA1	YHR208W	D3DLF7;	0
P36122	34160;	BCH2	NP_012952	BCH2	YKR027W	D6VX92;	0
P38934	34596;	BFR1	NP_014841	BFR1	YOR198C	D6W2Q7;	0
P38346	32965;	BIT2	NP_009829	BIT2	YBR270C	D6VQR6;	0
P47041	33696;	BIT61	NP_012477	BIT61	YJL058C	D6VWC4;	0
Q06071	31665;	BLS1	NP_013512	BL1S1	YLR408C	D6VZ42;	0
P29311	36930;	BMH1	NP_011104	BMH1	YER177W	D3DM86;Q06854;	0
Q05955	31494;	ADY4	NP_013328	ADY4	YLR227C	D6VYM7;	0
P32794	31656;	AFG2	NP_013501	AFG2	YLR397C	D6VZ32;	0
P39925	36750;	AFG3	NP_010933	AFG3	YER017C	D3DLR5;	0
P33304	32141;	AFR1	NP_010370	AFR1	YDR085C	D6VS72;	0
P22149	33177;	AFT1	NP_011444	AFT1	YGL071W	D6VU71;Q06993;	0
P46680	35267;	AIP1	NP_013810	AIP1	YMR092C	D6VZR5;	0
Q12013	34436;	AKR2	NP_014677	AKR2	YOR034C	D6W2A0;	0
P52892	32169;	ALT2	NP_010396	ALAT	YDR111C	D6VS97;Q66RF8;	0
P46367	34757;	ALD4	NP_015019	ALDH4	YOR374W	D6W367;Q08898;	0
P54115	36117;	ALD6	NP_015264	ALDH6	YPL061W	D6W3V3;Q02782;	0
Q08548	34569;	ALE1	NP_014818	ALE1	YOR175C	D6W2N1;Q03130;	0
Q08951	35988;	APL5	NP_015129	AP3D	YPL195W	D6W3H3;Q02737;Q7LIB1;	0
P22108	32579;	APA2	NP_010819	APA2	YDR530C	D6VTF1;	0
P53886	35658;	APC1	NP_014227	APC1	YNL172W	D6W112;	0
Q12440	31396;	APC2	NP_013228	APC2	YLR127C	D6VYC2;Q2VQX4;Q7LGV7;	0
Q08683	34639;	APC5	NP_014892	APC5	YOR249C	D6W2V0;	0
Q12107	31375;	APC9	NP_013203	APC9	YLR102C	D6VYA2;	0
P32454	33980;	APE2	NP_012765	APE2	YKL157W	D6VX41;P36055;	0
P46672	33145;	ARC1	NP_011410	ARC1	YGL105W	D6VU41;	0
P53111	33097;	ARI1	NP_011358	ARI1	YGL157W	D6VTZ4;	0
P04076	36447;	ARG4	NP_011882	ARLY	YHR018C	D3DKW3;	0
Q04371	35199;	YMR027W	NP_013740	ARMT1	YMR027W	D6VZK1;	0
P53090	33055;	ARO8	NP_011313	ARO8	YGL202W	D6VTV2;	0
P28777	33104;	ARO2	NP_011367	AROC	YGL148W	D6VU01;	0
P32381	32027;	ARP2	NP_010255	ARP2	YDL029W	D6VRW3;	0
P80428	33675;	ARP4	NP_012454	ARP4	YJL081C	D6VWA2;	0
P40518	34930;	ARC15	NP_012202	ARPC5	YIL062C	D6VVM2;	0
P18634	31651;	ART10	NP_013496	ART10	YLR392C	D6VZ27;	0
P46993	33590;	ASG7	NP_012365	ASG7	YJL170C	D6VW18;	0
P53068	33000;	DOC1	NP_011274	APC10	YGL240W	D6VV95;	0
P53940	35746;	APJ1	NP_014322	APJ1	YNL077W	D6W1A2;	0
P53933	35730;	APP1	NP_014305	APP1	YNL094W	D6W186;	0
P40532	34950;	APQ12	NP_012224	APQ12	YIL040W	D6VVP2;	0
P0CD91	36364;	AQY1	NP_015518	AQY1	YPR192W	D6W4J2;O74680;P53386;	0
P19146	31924;	ARF2	NP_010144	ARF2	YDL137W	A2TBP3;D6VRL1;	0
P40994	34492;	ARF3	NP_014737	ARF3	YOR094W	D6W2F5;	0
P53974	35806;	ARK1	NP_014378	ARK1	YNL020C	D6W1F9;	0
P38731	36383;	ARN1	NP_011823	ARN1	YHL040C	D3DKS9;	0
P38840	36570;	ARO9	NP_012005	ARO9	YHR137W	D3DL86;P87291;	0
P14904	34031;	APE1	NP_012819	AMPL	YKL103C	D6VXI5;P22060;	0
Q06497	36295;	ANT1	NP_015453	ANT1	YPR128C	D6W4C5;	0
Q12354	31390;	YLR118C	NP_013219	APTH1	YLR118C	D6VYB6;	0
Q08702	34648;	HNT3	NP_014901	APTX	YOR258W	D6W2V9;Q05189;	0
P07249	35215;	ARG80	NP_013756	ARGR1	YMR042W	D6VZL7;	0
P19414	31569;	ACO1	NP_013407	ACON	YLR304C	D6VYU7;	0
P32629	36693;	ANP1	NP_010878	ANP1	YEL036C	D3DLL3;	0
Q00381	33815;	APS2	NP_012592	AP2S	YJR058C	D6VWM9;	0
P24813	32482;	CAD1	NP_010711	AP2	YDR423C	D6VT53;Q02259;	0
P16550	30935;	APA1	NP_009880	APA1	YCL050C	D6VQW6;	0
P38700	36404;	APM2	NP_011844	APM2	YHL019C	D3DKR4;	0
P36973	32497;	APT2	NP_010729	APT2	YDR441C	Q04090;	0
Q01217	36812;	ARG5,6	NP_010992	ARG56	YER069W	D3DLX4;	0
P00812	36070;	CAR1	NP_015214	ARGI	YPL111W	D6W3Q6;	0
P0CD90	31263;	AQY2	NP_013048	AQY2	YLL052C	D6VXV6;O93938;Q12258;Q12302;Q9C411;	0
Q04212	35213;	ARA2	NP_013755	ARA2	YMR041C	D6VZL6;Q1XGQ6;	0
P40024	36771;	ARB1	NP_010953	ARB1	YER036C	D3DLT5;	0
P38724	36378;	ARN2	NP_011816	ARN2	YHL047C	D3DKS4;	0
P21192	31400;	ACE2	NP_013232	ACE2	YLR131C	D6VYC6;	0
P54783	35055;	ALO1	NP_013624	ALO	YML086C	D6W0J7;O42618;	0
Q08269	34245;	ALR1	NP_014511	ALR1	YOL130W	D6W1T8;Q02811;	0
P43553	31097;	ALR2	NP_116604	ALR2	YFL050C	D6VTI0;	0
P19880	35163;	YAP1	NP_013707	AP1	YML007W	D6VZG8;P22631;Q06840;	0
Q99186	34339;	APM4	NP_014579	AP2M	YOL062C	D6W205;	0
P22936	34020;	APN1	NP_012808	APN1	YKL114C	D6VXH4;	0
P47036	NA	APQ13	NA	APQ13	YJL075C	NA	0
P49435	35147;	APT1	NP_013690	APT1	YML022W	D6VZF2;Q6Q5A3;	0
P07347	36440;	ARD1	NP_011877	ARD1	YHR013C	D3DKV8;	0
P53629	35844;	ARE2	NP_014416	ARE2	YNR019W	D6W1J4;Q12673;	0
P11076	31853;	ARF1	NP_010089	ARF1	YDL192W	D6VRG1;	0
P18544	34277;	ARG8	NP_014501	ARGD	YOL140W	D6W1S9;	0
P38080	32763;	AKL1	NP_009615	AKL1	YBR059C	D6VQ59;	0
P47771	35348;	ALD2	NP_013893	ALDH2	YMR170C	D6VZZ2;	0
P40047	36816;	ALD5	NP_010996	ALDH5	YER073W	D3DLX8;	0
P53178	33201;	ALG13	NP_011468	ALG13	YGL047W	D6VU93;	0
P43636	33182;	ALG2	NP_011450	ALG2	YGL065C	D6VU76;	0
P43633	33225;	ALK1	NP_011494	ALK1	YGL021W	D6VUB6;	0
P38971	35570;	ALP1	NP_014129	ALP1	YNL270C	D6W0S4;	0
P38285	32857;	AMN1	NP_009716	AMN1	YBR158W	D6VQF3;	0
P08019	34892;	SGA1	NP_012167	AMYG	YIL099W	D6VVI8;Q07070;	0
P53943	35758;	AQR1	NP_014334	AQR1	YNL065W	D6W1B5;Q6B1F8;	0
P25628	31030;	ARE1	NP_009978	ARE1	YCR048W	D6VR57;	0
P53109	33093;	AIM14	NP_011355	AIM14	YGL160W	D6VTZ1;	0
P47015	33625;	AIM23	NP_012404	AIM23	YJL131C	D6VW54;	0
P47127	33836;	AIM24	NP_012614	AIM24	YJR080C	D6VWQ0;	0
P36154	34205;	AIM29	NP_013000	AIM29	YKR074W	D6VXD4;Q6Q573;	0
P38885	36633;	AIM46	NP_012069	AIM46	YHR199C	D3DLE7;	0
P40507	34913;	AIR1	NP_012186	AIR1	YIL079C	D6VVK5;	0
P10869	36791;	HOM3	NP_010972	AK	YER052C	D3DLV4;	0
P53954	35776;	ALG11	NP_014350	ALG11	YNL048W	D6W1D1;	0
P53868	35617;	ALG9	NP_014180	ALG9	YNL219C	D6W0X1;	0
P32375	35018;	DAL1	NP_012293	ALN	YIR027C	D6VVV8;	0
P38856	36595;	YAP1801	NP_012031	AP18A	YHR161C	D3DLB0;	0
P35181	31442;	APS1	NP_013271	AP1S1	YLR170C	D6VYH5;	0
P27351	33761;	APL1	NP_012538	AP2B	YJR005W	D6VWH9;	0
P38281	32850;	APD1	NP_009709	APD1	YBR151W	D6VQE6;	0
P37302	32980;	APE3	NP_009845	APE3	YBR286W	D6VQT1;P38154;	0
P38115	32848;	ARA1	NP_009707	ARA1	YBR149W	D6VQE4;	0
Q06604	36344;	BSP1	NP_015497	BSP1	YPR171W	D6W4H2;	0
P53286	33388;	BTN2	NP_011658	BTN2	YGR142W	D6VUS2;	0
P53727	35851;	BUD17	NP_014424	BUD17	YNR027W	D6W1K1;Q6B1Y4;	0
P33314	34041;	BUD2	NP_012831	BUD2	YKL092C	D6VXJ6;	0
P25558	30969;	BUD3	NP_009914	BUD3	YCL014W	D6VQZ9;P25556;P25557;P87007;	0
Q08754	34688;	BUD7	NP_014943	BUD7	YOR299W	D6W2Z9;	0
P36106	34128;	BYE1	NP_012921	BYE1	YKL005C	D6VXT2;	0
P07245	33457;	ADE3	NP_011720	C1TC	YGR204W	D6VUY6;	0
P32796	35127;	CAT2	NP_013670	CACP	YML042W	D6VZD3;	2
P07267	36029;	PEP4	NP_015171	CARP	YPL154C	D6W3L4;	0
P40969	35346;	CEP3	NP_013891	CBF3B	YMR168C	D6VZZ0;	0
P33322	31446;	CBF5	NP_013276	CBF5	YLR175W	D6VYH9;	0
P53894	35668;	CBK1	NP_014238	CBK1	YNL161W	D6W122;	0
P07252	33549;	CBP1	NP_012326	CBP1	YJL209W	D6VVY5;	0
P03874	36385;	CBP2	NP_011825	CBP2	YHL038C	D3DKT1;	0
P37267	33427;	CBP4	NP_011690	CBP4	YGR174C	D6VUV8;Q6TQT9;Q6TQU0;	0
P27614	33588;	CPS1	NP_012363	CBPS	YJL172W	D6VW16;	0
Q06333	32413;	CNL1	NP_010644	BL1S4	YDR357C	D6VSY6;	0
P40493	34895;	BMT5	NP_012170	BMT5	YIL096C	D6VVJ1;	0
P53890	35662;	BNI5	NP_014233	BNI5	YNL166C	D6W116;	0
P38041	32619;	BOI1	NP_009468	BOB1	YBL085W	D6VPR9;	0
P53082	33039;	BOL2	NP_011295	BOL2	YGL220W	D6VVB5;	0
Q06150	31535;	BOP2	NP_013369	BOP2	YLR267W	D6VYR5;	0
P25356	31015;	BPH1	NP_009961	BPH1	YCR032W	D6VR42;Q02396;Q07348;	0
P26448	35231;	BUB2	NP_013771	BUB2	YMR055C	D6VZN0;	0
P25627	31029;	BUD23	NP_009976	BUD23	YCR047C	D6VR56;	0
P27825	31772;	CNE1	NP_009343	CALX	YAL058W	D6VPG1;	0
P07258	34691;	CPA1	NP_014947	CARA	YOR303W	D6W302;	0
P32504	33386;	CBF2	NP_011656	CBF3A	YGR140W	D6VUS0;E9P954;	0
Q12291	31337;	BMT6	NP_013164	BMT6	YLR063W	D6VY64;	0
P39724	31781;	BOL3	NP_009353	BOL3	YAL046C	D6VPH0;	0
P36130	34167;	CAF4	NP_012962	CAF4	YKR036C	D6VX99;	0
P28495	34125;	CAP1	NP_012918	CAPZA	YKL007W	D6VXS9;	0
P53934	35732;	YNL092W	NP_014307	CARME	YNL092W	D6W188;Q45TZ4;	0
P17106	33817;	CBF1	NP_012594	CBF1	YJR060W	D6VWN1;P17623;Q6Q5N1;	0
P50077	33470;	CCH1	NP_011733	CCH1	YGR217W	D6VV00;	0
P37366	36202;	CCL1	NP_015350	CCL1	YPR025C	D6W435;	0
P13517	34956;	CAP2	NP_012230	CAPZB	YIL034C	D6VVP8;Q07082;	0
P35203	35269;	CTF13	NP_013812	CBF3C	YMR094W	D6VZR7;	0
P07253	32822;	CBP6	NP_009678	CBP6	YBR120C	D6VQB8;E9P8V5;	0
P48237	33398;	CCM1	NP_011666	CCM1	YGR150C	D6VUT1;	0
Q12127	31383;	CCW12	NP_013211	CCW12	YLR110C	D6VYB0;	0
P38273	32832;	CCZ1	NP_009689	CCZ1	YBR131W	D6VQC8;	0
Q05791	31483;	CDC123	NP_013316	CD123	YLR215C	D6VYL6;	0
Q00684	31182;	CDC14	NP_116684	CDC14	YFR028C	D6VTQ8;Q05180;Q05673;	0
P11433	31724;	CDC24	NP_009359	CDC24	YAL041W	D6VPH5;	0
P14724	31194;	CDC26	NP_116694	CDC26	YFR036W	D6VTR9;	0
P38042	32620;	CDC27	NP_009469	CDC27	YBL084C	D6VPS0;	0
P38770	36467;	BRL1	NP_011901	BRL1	YHR036W	D3DKY3;	0
P53194	NA	BRP1	NA	BRP1	YGL007W	A0A1S0T082;	0
P32639	36925;	BRR2	NP_011099	BRR2	YER172C	D3DM80;	0
Q08235	34325;	BRX1	NP_014565	BRX1	YOL077C	D6W1Z1;	0
P38356	32984;	BSD2	NP_009849	BSD2	YBR290W	D6VQT5;	0
P47040	33695;	YHC3	NP_012476	BTN1	YJL059W	D6VWC3;O60004;Q6B1E1;	0
P26449	34429;	BUB3	NP_014669	BUB3	YOR026W	D6W292;	0
O94143	NA	BUD19	NA	BUD19	YJL188C	NA	0
Q08004	31348;	BUD20	NP_013175	BUD20	YLR074C	D6VY75;	0
Q04347	35185;	BUD22	NP_013727	BUD22	YMR014W	D6VZI8;Q6B299;	0
P80235	31811;	YAT1	NP_009420	CACM	YAR035W	D6VPN4;	0
P15202	32306;	CTA1	NP_010542	CATA	YDR256C	D6VSN6;E9P947;	0
P47039	33694;	BNA3	NP_012475	BNA3	YJL060W	D6VWC2;	0
P50084	33482;	BNS1	NP_011746	BNS1	YGR230W	D6VV10;	0
P25385	31351;	BOS1	NP_013179	BOS1	YLR078C	D6VY78;	0
P09440	32788;	MIS1	NP_009640	C1TM	YBR084W	D6VQ83;	0
P53836	35563;	CAF120	NP_014121	CA120	YNL278W	D6W0R6;	0
Q04199	35041;	CAC2	NP_013605	CAC2	YML102W	D6W0I2;	0
P12962	34665;	CAF20	NP_014919	CAF20	YOR276W	D6W2X6;	0
P53829	35549;	CAF40	NP_014111	CAF40	YNL288W	D6W0Q5;	0
P04817	36666;	CAN1	NP_010851	CAN1	YEL063C	D3DLI7;	0
P25296	33931;	CNB1	NP_012731	CANB	YKL190W	D6VX10;	0
P53858	35605;	BNI4	NP_014166	BNI4	YNL233W	D6W0V9;	0
P53958	35782;	BOP3	NP_014356	BOP3	YNL042W	D6W1D7;	0
P53838	35565;	BOR1	NP_014124	BOR1	YNL275W	D6W0R9;	0
P48445	31920;	BPL1	NP_010140	BPL1	YDL141W	D6VRK7;	0
P14772	31236;	BPT1	NP_013086	BPT1	YLL015W	D6VXY7;	0
P39988	36700;	BUD16	NP_010885	BUD16	YEL029C	D3DLM0;	0
Q12064	NA	BUD30	NA	BUD30	YDL151C	NA	0
P53323	33513;	BUD32	NP_011778	BUD32	YGR262C	D6VV41;	0
P41697	31583;	BUD6	NP_013423	BUD6	YLR319C	D6VYW2;	0
P53226	33288;	BUD9	NP_011555	BUD9	YGR041W	D6VUH9;Q9HFS8;	0
P48524	35454;	BUL1	NP_014002	BUL1	YMR275C	D6W0A2;	0
P38822	36547;	BZZ1	NP_011982	BZZ1	YHR114W	D3DL64;E9P8V2;	0
P36076	34045;	CAB3	NP_012835	CAB3	YKL088W	D6VXK0;	0
P39101	36785;	CAJ1	NP_010967	CAJ1	YER048C	D3DLU9;	0
P38278	32841;	BMT2	NP_009699	BMT2	YBR141C	D6VQD7;	0
P41832	35569;	BNI1	NP_014128	BNI1	YNL271C	D6W0S3;O13450;	0
P39969	36859;	BOI2	NP_011039	BOI2	YER114C	D3DM20;	0
P43132	31289;	BRE2	NP_013115	BRE2	YLR015W	D6VY17;E9PA88;	0
Q07660	31880;	BRE4	NP_010050	BRE4	YDL231C	D6VRC5;	0
P53741	35876;	BRE5	NP_014449	BRE5	YNR051C	D6W1M6;	0
P27637	31798;	BUD14	NP_009408	BUD14	YAR014C	D6VPM3;	0
Q03783	NA	BUD26	NA	BUD26	YDR241W	NA	0
Q03758	35093;	BUL2	NP_013596	BUL2	YML111W	D6W0H3;	0
Q05949	31493;	BUR2	NP_013327	BUR2	YLR226W	D6VYM6;	0
P40580	35027;	IRC24	NP_012302	BZRD	YIR036C	D6VVW7;Q54AB5;	0
P06787	32813;	CMD1	NP_009667	CALM	YBR109C	D6VQA8;	0
P32451	33536;	BIO2	NP_011802	BIOB	YGR286C	D6VV63;	0
P53841	35571;	BSC4	NP_014130	BSC4	YNL269W	B2Y304;B2Y305;B2Y306;B2Y308;D6W0S5;	0
P43571	31121;	BST1	NP_116628	BST1	YFL025C	D6VTK5;	0
Q07992	NA	BUD28	NA	BUD28	YLR062C	NA	0
P25300	31021;	BUD5	NP_009967	BUD5	YCR038C	D6VR48;Q06729;	0
Q12191	31963;	BUG1	NP_010184	BUG1	YDL099W	D6VRQ1;	0
P23293	36334;	SGV1	NP_015487	BUR1	YPR161C	D6W4G2;	0
P48558	35534;	BXI1	NP_014094	BXI1	YNL305C	D6W0P0;Q6B2Q1;	0
P43569	31118;	CAF16	NP_116625	CAF16	YFL028C	D6VTK2;	0
P47158	33878;	IBA57	NP_012656	CAF17	YJR122W	D6VWU1;	0
P11709	30954;	BIK1	NP_009901	BIK1	YCL029C	D6VQY6;	0
P53744	35882;	BIO5	NP_014454	BIO5	YNR056C	D6W1N1;	0
P35727	34072;	BLI1	NP_012862	BLI1	YKL061W	D6VXM6;	0
P34730	32157;	BMH2	NP_010384	BMH2	YDR099W	A2TBP2;D6VS86;Q06HN5;	0
Q12140	32021;	BSC1	NP_010247	BSC1	YDL037C	D6VRV7;	0
P41695	33440;	BUB1	NP_011704	BUB1	YGR188C	D6VUX1;	0
Q03941	32248;	CAB5	NP_010482	CAB5	YDR196C	D6VSH9;	0
P39113	35459;	CAT8	NP_014007	CAT8	YMR280C	D6W0A7;	0
P0C155	NA	YOL153C	NA	CBPS2	YOL153C	NA	0
P00729	35477;	PRC1	NP_014026	CBPY	YMR297W	D6W0C4;	0
P14066	31991;	CBS1	NP_010214	CBS1	YDL069C	D6VRS9;	0
Q7LHD1	NA	CCW22	NA	CCW22	YDR134C	NA	0
P40986	32236;	CDC1	NP_010468	CDC1	YDR182W	D6VSG5;	0
P04821	31575;	CDC25	NP_013413	CDC25	YLR310C	D6VYV4;	0
P19073	31499;	CDC42	NP_013330	CDC42	YLR229C	D6VYN1;Q05978;	0
Q12102	31387;	CFT2	NP_013216	CFT2	YLR115W	D6VYB3;Q7LGW6;	0
Q03705	35134;	CGI121	NP_013676	CG121	YML036W	A2TBM6;D6VZD9;Q6Q5A2;	0
P53188	33217;	CGR1	NP_011486	CGR1	YGL029W	D6VUA9;	0
Q2V2P8	531942;	WIP1	NP_001032576	CENPW	YDR374W-A	D6VT06;	0
Q3E829	36973;	MHF2	NP_878060	CENPX	YDL160C-A	D6VRI9;	0
O13297	35957;	CET1	NP_015096	CET1	YPL228W	D6W3E2;Q12197;	0
Q06632	32353;	CFT1	NP_010587	CFT1	YDR301W	D6VST0;	0
P20438	35907;	CLN2	NP_015067	CG12	YPL256C	D6W3B5;E9P938;	0
P32656	36916;	GCG1	NP_011090	CHAC	YER163C	D3DM71;	0
Q06350	32430;	CTS2	NP_010659	CHI2	YDR371W	D6VT02;	0
P22516	36169;	CHL1	NP_015317	CHL1	YPL008W	D6W404;	0
P05374	33405;	CHO2	NP_011673	CHO2	YGR157W	D6VUT7;	0
P14180	32739;	CHS2	NP_009594	CHS2	YBR038W	D6VQ38;	0
Q12114	31594;	CHS5	NP_013434	CHS5	YLR330W	D6VYX2;	0
P43635	36177;	CIT3	NP_015325	CISY3	YPR001W	D6W412;	0
P17891	33419;	CLC1	NP_011683	CLC1	YGR167W	D6VUV0;	0
P35190	33042;	CLG1	NP_011300	CLG1	YGL215W	D6VTU1;	0
P06115	33330;	CTT1	NP_011602	CATT	YGR088W	D6VUM0;	0
P53223	33281;	CAX4	NP_011550	CAX4	YGR036C	D6VUH3;Q45U47;	0
Q06702	31572;	CDA1	NP_013410	CDA1	YLR307W	D6VYV0;	0
Q06703	31573;	CDA2	NP_013411	CDA2	YLR308W	D6VYV2;	0
P25342	30980;	CDC10	NP_009928	CDC10	YCR002C	D6VR12;	0
P32468	36540;	CDC12	NP_011975	CDC12	YHR107C	D3DL57;	0
P27636	31801;	CDC15	NP_009411	CDC15	YAR019C	D6VPM6;	0
P06704	34647;	CDC31	NP_014900	CDC31	YOR257W	D6W2V8;	0
Q12018	31930;	CDC53	NP_010150	CDC53	YDL132W	D6VRL7;	0
P32562	35171;	CDC5	NP_013714	CDC5	YMR001C	D6VZH5;	0
Q06549	31512;	CDD1	NP_013346	CDD	YLR245C	D6VYP3;	0
P47112	33798;	TAH11	NP_012580	CDT1	YJR046W	D6VWL7;	0
P36012	34084;	CSE4	NP_012875	CENPA	YKL049C	D6VXN8;	0
P53298	33431;	OKP1	NP_011695	CENPQ	YGR179C	D6VUW3;	0
P38313	32908;	AME1	NP_009770	CENPU	YBR211C	D6VQK7;	0
Q12453	34508;	CEX1	NP_014755	CEX1	YOR112W	D6W2H1;	0
Q08032	31376;	CDC45	NP_013204	CDC45	YLR103C	D6VYA3;Q05908;	0
Q12748	31640;	CTF3	NP_013485	CENPI	YLR381W	D6VZ16;Q7LHY6;	0
P47167	33890;	MCM22	NP_012669	CENPK	YJR135C	D6VWV3;	0
P38265	32811;	IML3	NP_009665	CENPL	YBR107C	D6VQA6;	0
P38907	32304;	CHL4	NP_010540	CENPN	YDR254W	D6VSN4;	0
